ID,Date,Success,RotationDegree,ThrowDegree,StrenghValue,Direction,Source
3, 2025-02-12 10:39:43, True,0.57,136.67,0.0, rechts,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,9.48,25.52,0.0, links,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,6.39,24.91,0.0, links,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,5.12,40.31,0.0, links,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,10.0,32.2,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,10.73,27.57,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,32.22,5.11,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,171.98,6.99,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,19.2,8.37,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,353.27,8.14,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,25.52,11.9,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,5.54,172.84,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,10.32,2.72,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,19.44,6.96,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, True,109.38,5.06,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,39.58,6.83,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,277.5,5.72,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,9.3,14.38,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,9.1,15.2,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,384.25,5.64,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,39.9,9.44,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,347.76,8.31,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,340.6,3.33,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,387.02,6.12,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,22.45,2.5,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,347.22,5.79,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,21.75,10.41,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,15.56,4.41,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,12.94,9.1,0.0, links,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,23.56,3.45,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,7.7,12.69,0.0, rechts,DrehenFangen.csv
13, 2025-02-12 10:40:51, False,14.3,131.41,0.0, links,DrehenFangen.csv
