ID,Group,Week1,Week2,Week3,Week4,Slope,Improvement_%
62,RL,32.4,50.4,92.2,100.0,24.460000000000004,208.64197530864197
63,RL,18.2,29.4,31.6,37.4,5.979999999999999,105.4945054945055
64,RL,5.2,6.0,6.8,24.6,5.899999999999999,373.0769230769231
65,RL,4.6,8.0,8.2,69.4,19.46,1408.6956521739135
66,RL,9.2,9.6,20.6,31.6,7.820000000000001,243.47826086956528
68,RL,2.8,4.6,3.4,3.4,0.06000000000000001,21.428571428571434
69,RL,17.4,42.2,46.4,45.4,8.819999999999997,160.91954022988506
70,RL,83.0,43.0,45.6,29.0,-15.939999999999994,-65.06024096385542
71,RL,22.2,67.6,59.4,82.4,17.240000000000002,271.1711711711712
72,RL,14.6,23.6,37.4,46.8,11.040000000000001,220.54794520547944
74,RL,36.8,34.4,58.8,99.4,21.219999999999995,170.10869565217394
76,RL,14.0,22.2,45.6,54.4,14.459999999999999,288.57142857142856
77,RL,43.2,34.4,72.6,75.4,13.479999999999999,74.53703703703704
78,RL,39.6,87.6,89.8,92.6,16.119999999999997,133.83838383838383
80,RL,3.2,3.0,5.2,7.0,1.3599999999999997,118.74999999999997
81,RL,29.4,62.4,63.6,100.0,21.299999999999997,240.13605442176868
83,RL,3.6,5.8,8.0,7.0,1.24,94.44444444444444
84,RL,21.8,20.2,20.2,21.4,-0.1200000000000006,-1.8348623853211108
86,RL,11.2,59.2,68.2,100.0,27.54,792.8571428571429
87,RL,6.2,6.0,6.6,6.4,0.12000000000000001,3.2258064516129057
88,RL,4.6,11.0,9.8,12.2,2.16,165.2173913043478
91,RL,23.2,65.2,87.2,90.8,22.47999999999999,291.37931034482756
92,RL,12.0,17.0,16.6,38.2,7.819999999999999,218.33333333333337
94,RL,5.2,5.4,6.4,8.8,1.1799999999999997,69.23076923076924
95,RL,6.4,5.8,13.2,14.0,3.019999999999999,118.74999999999997
98,RL,16.6,18.6,31.8,34.0,6.539999999999999,104.81927710843372
101,RL,8.4,8.4,33.4,31.6,9.459999999999997,276.1904761904762
103,RL,4.6,7.8,9.0,10.2,1.7999999999999998,121.73913043478262
104,RL,86.6,100.0,100.0,100.0,4.0200000000000005,15.47344110854504
105,RL,8.6,12.6,14.4,21.0,3.8999999999999995,144.18604651162792
107,RL,5.2,4.2,6.4,8.0,1.0599999999999996,53.84615384615385
108,RL,4.4,3.8,8.0,8.8,1.7399999999999998,100.0
109,RL,6.8,18.0,19.0,19.8,3.9999999999999987,191.1764705882353
110,RL,31.0,35.8,52.8,54.2,8.660000000000002,74.83870967741937
111,RL,13.4,25.6,33.6,34.6,7.160000000000001,158.20895522388062
112,RL,21.2,37.2,61.2,67.4,16.259999999999998,217.92452830188682
113,RL,69.0,83.0,100.0,100.0,10.999999999999998,44.927536231884055
114,RL,3.4,7.0,12.0,19.0,5.179999999999999,458.8235294117647
115,RL,78.4,82.8,100.0,100.0,8.199999999999998,27.551020408163257
116,RL,7.4,10.8,14.0,14.2,2.359999999999999,91.89189189189187
117,RL,1.4,2.2,3.4,5.8,1.4399999999999997,314.28571428571433
118,RL,15.8,15.2,17.2,16.2,0.31999999999999956,2.531645569620244
119,RL,4.2,9.6,8.6,11.6,2.119999999999999,176.19047619047618
120,RL,12.4,17.0,16.8,20.6,2.44,66.12903225806453
121,RL,8.8,10.8,12.8,16.2,2.4199999999999995,84.09090909090907
122,RL,6.2,7.8,14.8,15.2,3.3999999999999995,145.16129032258064
123,Kontrollgruppe,5.2,6.8,5.4,15.8,3.0399999999999996,203.84615384615387
127,Kontrollgruppe,93.4,99.0,94.4,96.2,0.3799999999999995,2.99785867237687
130,Kontrollgruppe,8.0,10.2,13.6,14.0,2.1399999999999992,75.0
133,Kontrollgruppe,98.8,100.0,100.0,100.0,0.3600000000000008,1.2145748987854281
134,Kontrollgruppe,98.8,98.6,94.6,100.0,-0.039999999999999133,1.2145748987854281
135,Kontrollgruppe,9.4,10.2,10.6,9.6,0.09999999999999977,2.1276595744680775
138,Kontrollgruppe,21.6,37.8,35.6,26.8,1.3400000000000003,24.07407407407407
139,Kontrollgruppe,59.4,100.0,48.6,73.0,-1.0599999999999992,22.8956228956229
141,Kontrollgruppe,13.6,17.4,19.8,17.8,1.5000000000000002,30.882352941176478
143,Kontrollgruppe,3.6,2.6,3.4,2.2,-0.3399999999999999,-38.888888888888886
144,Kontrollgruppe,59.2,64.6,100.0,85.2,11.34,43.91891891891891
148,Kontrollgruppe,5.2,3.0,10.8,9.8,2.16,88.46153846153847
