ID,Group,Week1,Week2,Week3,Week4,Slope,Improvement_%
68,RL,160.0,142.5,150.0,180.0,6.75,12.5
69,RL,100.0,225.0,220.0,360.0,77.49999999999999,260.0
70,RL,360.0,360.0,360.0,360.0,0.0,0.0
71,RL,262.5,360.0,360.0,360.0,29.249999999999996,37.142857142857146
72,RL,315.0,360.0,350.0,360.0,12.499999999999996,14.285714285714285
74,RL,178.0,180.0,186.0,222.0,13.799999999999999,24.719101123595504
77,RL,270.0,360.0,326.0,330.0,14.6,22.22222222222222
78,RL,360.0,364.0,234.0,337.5,-19.75,-6.25
80,RL,120.0,165.0,190.0,174.0,18.699999999999996,45.0
81,RL,308.0,346.0,378.0,398.0,30.199999999999992,29.22077922077922
83,RL,240.0,280.0,250.0,247.5,-0.7499999999999999,3.125
84,RL,350.0,370.0,368.0,372.0,6.399999999999999,6.2857142857142865
86,RL,220.0,290.0,336.0,334.0,38.79999999999999,51.81818181818182
87,RL,105.0,150.0,180.0,210.0,34.49999999999999,100.0
88,RL,174.0,208.0,208.0,210.0,10.799999999999997,20.689655172413794
91,RL,293.3333333333333,356.0,342.0,350.0,15.600000000000001,19.318181818181827
92,RL,176.0,186.0,228.0,216.0,16.2,22.727272727272727
94,RL,180.0,192.0,180.0,188.0,1.2,4.444444444444445
95,RL,156.0,227.5,220.0,212.0,16.049999999999994,35.8974358974359
98,RL,180.0,210.0,330.0,320.0,53.99999999999999,77.77777777777779
101,RL,218.0,216.25,222.0,324.0,32.37499999999999,48.62385321100918
103,RL,265.0,315.0,360.0,360.0,32.99999999999999,35.84905660377358
104,RL,360.0,360.0,360.0,360.0,0.0,0.0
105,RL,300.0,360.0,270.0,360.0,8.999999999999996,20.0
107,RL,180.0,187.5,198.0,194.0,5.249999999999999,7.777777777777778
108,RL,196.66666666666666,234.0,246.0,258.0,19.600000000000005,31.18644067796611
109,RL,240.0,237.5,285.0,270.0,13.75,12.5
110,RL,310.0,305.0,293.3333333333333,310.0,-1.1666666666666685,0.0
111,RL,200.4,240.0,264.0,268.0,22.679999999999993,33.73253493013972
112,RL,337.5,354.0,360.0,360.0,7.350000000000001,6.666666666666667
113,RL,360.0,354.0,360.0,360.0,0.5999999999999998,0.0
114,RL,212.0,230.0,330.0,326.0,44.199999999999996,53.77358490566038
115,RL,377.5,278.0,354.0,311.6,-12.169999999999993,-17.4569536423841
116,RL,181.0,194.0,196.0,204.0,7.1000000000000005,12.70718232044199
117,RL,180.0,166.66666666666666,178.0,187.5,3.383333333333334,4.166666666666666
118,RL,180.0,186.0,186.0,180.0,-1.6839637169626865e-16,0.0
119,RL,310.0,332.5,326.0,340.0,8.349999999999998,9.67741935483871
120,RL,230.0,195.0,293.3333333333333,260.0,18.833333333333332,13.043478260869565
121,RL,235.0,275.0,195.0,256.0,-1.7,8.936170212765958
122,RL,180.0,210.0,190.0,195.0,2.4999999999999987,8.333333333333332
127,Kontrollgruppe,352.5,322.5,360.0,340.0,-4.628537146284348e-16,-3.546099290780142
133,Kontrollgruppe,330.0,360.0,360.0,345.0,4.499999999999997,4.545454545454546
134,Kontrollgruppe,305.0,346.0,322.5,350.0,11.149999999999999,14.754098360655737
138,Kontrollgruppe,345.0,342.0,354.0,318.0,-6.8999999999999995,-7.82608695652174
139,Kontrollgruppe,345.0,345.0,360.0,330.0,-2.9999999999999996,-4.3478260869565215
141,Kontrollgruppe,265.0,284.0,285.0,224.0,-12.2,-15.471698113207546
144,Kontrollgruppe,234.0,307.5,345.0,352.0,39.14999999999999,50.427350427350426
148,Kontrollgruppe,343.3333333333333,210.0,270.0,330.0,2.0000000000000058,-3.8834951456310627
